split,arquivo,largura,altura,n_caixas,area_pct,brilho
train,18534875_jpg.rf.abdaf869a90a32727c841467736be62c.jpg,416,416,1,1.1739672364672362,98.78162752712032
train,18534890_jpg.rf.46e2ad8ecf280e5dbd242e7e451278b8.jpg,416,416,2,1.7257944144629511,67.87120546720907
train,18534890_jpg.rf.6632212d02825423259ec9c725f4d45d.jpg,416,416,2,1.3811481085786625,69.58349320451184
train,18534890_jpg.rf.c676aa8107c12d4e91e703883296c152.jpg,416,416,2,1.2134800295857986,69.96171566814596
train,18534900_jpg.rf.221165995fc5ec3f769f66d096aa2459.jpg,416,416,1,0.8321005917159763,75.89811583148422
train,18534900_jpg.rf.42669fa1114fe88936d55cc61e035ac3.jpg,416,416,1,1.4332048086054496,71.22293361686391
train,18534900_jpg.rf.432a8cabf1ee1861c2034f9a5510ee01.jpg,416,416,1,1.5968847401806792,71.09121517504931
train,18534900_jpg.rf.50f964d9a38f1c7875c927a510e8cac7.jpg,416,416,1,1.3556896162064445,70.73064403044872
train,18534900_jpg.rf.6124b572ac98eefcf934902a4c6d8f6c.jpg,416,416,1,0.8321005917159763,75.91364452354536
train,18534900_jpg.rf.6503a28cd0e67f994b89ba9df95bd6a0.jpg,416,416,1,1.2025809195948072,72.30587016148915
train,18536132_jpg.rf.4b129f25264850970bf2b0f7a5de2ddf.jpg,416,416,1,1.5404795821462476,78.57845822546844
train,18536132_jpg.rf.9f9ca61188553b7c6e1b8b39bfd5048e.jpg,416,416,1,1.066954547345396,81.81746178500987
train,18536132_jpg.rf.d37dfff45e4772d640fb063b566b2501.jpg,416,416,1,0.7627588757396448,85.13909177761342
train,18539332_jpg.rf.3cb335473c04e6e65a405670732e747d.jpg,416,416,1,1.7939551652381054,87.2043288492357
train,18539332_jpg.rf.9b714c66f9530034c7433416997ade37.jpg,416,416,1,1.3521634615384615,89.08821999815089
train,18539332_jpg.rf.9c7a43ec62eccab2b3c34a0ea4431a87.jpg,416,416,1,1.5352756242847057,87.69860237919133
train,18543152_jpg.rf.410d8abe798778cdce2abf1fa2b4308b.jpg,416,416,1,1.4243944156804733,89.92168623643984
train,18543152_jpg.rf.7bbb58b1d0bb61d87e7ca4e44eed0b14.jpg,416,416,1,2.468384362748681,86.95982032790927
train,18543152_jpg.rf.ab73cb610b99295959c69a55004b1475.jpg,416,416,1,1.8950168322497372,83.73133744760848
train,18547361_jpg.rf.3f2098d7a3abef75673a26b8e1bda103.jpg,416,416,1,0.5793422689345049,107.54137003821499
train,18547361_jpg.rf.75af717fb7bf71550393a41ff1564563.jpg,416,416,1,0.4204813171159329,105.70728550295858
train,18547361_jpg.rf.77f969d3cc1c08a1bc9920ec2c26527f.jpg,416,416,1,0.4554386733873912,104.05884029832347
train,18547361_jpg.rf.b5567deb419cb38a3d7e9c224e5e25d5.jpg,416,416,1,0.37328957100591714,111.10323247965977
train,18547361_jpg.rf.dea9e898ac3c653e1b65f90020b82c96.jpg,416,416,1,0.37328957100591714,111.06393306213018
train,18547361_jpg.rf.e91b1f1383b0a98969a830b0f866966f.jpg,416,416,1,0.4682820147563731,106.54029524161736
train,18560435_jpg.rf.019bd9f98bc78c0cc5598f2ecb5bf18f.jpg,416,416,1,0.37455227509313893,115.36368959566074
train,18560435_jpg.rf.208a49bd18ef641f8ecdee3d7ddcb782.jpg,416,416,1,0.25540865384615385,121.59564341407791
train,18560435_jpg.rf.213406c3f5f71f657d93d66f7ad29bd5.jpg,416,416,1,0.25540865384615385,121.58703541050296
train,18560435_jpg.rf.77d97b1ac7fa083f2164a9d24d82a0af.jpg,416,416,1,0.47649886542114156,107.3565204326923
train,18560435_jpg.rf.a7667453cf93865024ae1ad53483797e.jpg,416,416,1,0.326809695132344,115.98208094489645
train,18560435_jpg.rf.c35b53fa88fcd26aca90d07ef14e52aa.jpg,416,416,1,0.38845486111111227,115.35108481262327
train,18560456_jpg.rf.08d63adff49e685acf07a6b80fcb8bd0.jpg,416,416,2,0.19646819526627218,136.0412852872288
train,18560456_jpg.rf.0fc6b6570ff1714159076cbb6a6898a8.jpg,416,416,2,0.2433538485888913,126.88487541605029
train,18560456_jpg.rf.6deb370c2fe9d78dc5ea853b736e3e75.jpg,416,416,2,0.25354226147717995,127.9044817862426
train,18560997_jpg.rf.891f7dcdb166dd11ea2508211f25d4b2.jpg,416,416,2,0.35117917062361587,110.38132357926528
train,18560997_jpg.rf.aba74ee9283cdf7ca9a6797040c3e538.jpg,416,416,2,0.2899100098619324,113.88622565335305
train,18560997_jpg.rf.de341e7531db75653924aacf3044001a.jpg,416,416,2,0.25540865384615385,115.90735368897928
train,18562507_jpg.rf.009d5c6c7e876c83c644e830cd4135fd.jpg,416,416,1,0.5824704142011835,86.21147489829882
train,18562507_jpg.rf.1c50c2ae547552b34bd58f1cb1b34272.jpg,416,416,1,0.8916773009654966,83.7520205405572
train,18562507_jpg.rf.7606ab1fd097c57120d4486523753725.jpg,416,416,1,0.802874342537804,85.40627889238165
train,18562507_jpg.rf.e1087c9b6bf17ac3f50619d37429108f.jpg,416,416,1,0.6881389457066104,83.13432838695759
train,18562507_jpg.rf.e2e9db0b57deeb35bdf97e135b487271.jpg,416,416,1,0.5824704142011835,86.23174771942801
train,18562507_jpg.rf.ea278f90d08d9dd0edcf83da69cd6a22.jpg,416,416,1,1.1178997507122501,79.71428709011342
train,18567785_jpg.rf.07d12b353c64239701686e66856ec73d.jpg,416,416,1,0.49139392258382414,85.46592047275641
train,18567785_jpg.rf.766bbdb8f343ecd3dcdc82d06cbe2da6.jpg,416,416,1,0.34805042293690763,89.46472432815582
train,18567785_jpg.rf.ac854817e3740297fda31e5396e23bc6.jpg,416,416,1,0.25887573964497046,91.7178408530572
train,18575572_jpg.rf.6f6310420a9f0c6ddfa256c9e4d5e231.jpg,416,416,1,0.5717652517532323,51.61114706607495
train,18575572_jpg.rf.9617509f0983ee188f79b76638766bfe.jpg,416,416,1,0.7159682145437125,48.210105399408285
train,18575572_jpg.rf.e9d449e5d06711dfb5f234bfaa451cb5.jpg,416,416,1,0.4530325443786982,52.44790703587278
train,18575586_jpg.rf.03bdf1592c5bb426a6f887a30512cca9.jpg,416,416,1,0.8771727071005917,66.55309456669133
train,18575586_jpg.rf.069eea0178507652e0a2e59102ef9e8b.jpg,416,416,1,0.8771727071005917,66.5686714127219
train,18575586_jpg.rf.160694ca54805c1f76e6bfd55bdf20f6.jpg,416,416,1,1.1500520490905104,63.72955382458087
train,18575586_jpg.rf.924ce67362cb8f54fcdd35636a0205d7.jpg,416,416,1,1.2951710390946494,64.48933678500987
train,18575586_jpg.rf.9c00d22d617761dfbcd39f6fc293b6f9.jpg,416,416,1,1.3974037472301355,64.39013768182939
train,18575586_jpg.rf.b30e603ab83380cd36e5a3efd1ec3479.jpg,416,416,1,1.4486954055263366,60.81081846338758
train,18583396_jpg.rf.0c37a09248fb2607385dfd4f9ccaf9f4.jpg,416,416,1,3.675034756465044,121.31453787598619
train,18583396_jpg.rf.11ec175494e2e4e93cbe6d1c0b13315c.jpg,416,416,1,1.9415680473372783,125.64154570389546
train,18583396_jpg.rf.e01fe2a2c98447a5b02f87cdef7c5a68.jpg,416,416,1,3.746631647673316,120.81022713264299
train,18583412_jpg.rf.35d21a0de9b76fddd642bfc9e466c6d3.jpg,416,416,1,0.4888590976331361,77.38495824087771
train,18583412_jpg.rf.8e27168ba44aacdb98f7c295670bbf18.jpg,416,416,1,0.7103407236954257,70.46238019292406
train,18583412_jpg.rf.cd721da8799d2bd10fa2e8e86eb62927.jpg,416,416,1,0.8740477324656463,73.89764392258382
train,18583432_jpg.rf.8d86d86aa970cb2f049cfa342f3291fe.jpg,416,416,1,1.133952595758151,84.91835398175543
train,18583432_jpg.rf.b63145c6265d7f4f3421d0a28d2d8098.jpg,416,416,1,0.8240107248520709,88.74778299124753
train,18583432_jpg.rf.bcdf82f05bb22770c5f01765f3afad4b.jpg,416,416,1,1.0598605124958411,87.39234891210552
train,18591532_jpg.rf.152a6f8334539e7dd293a4ae52128bf1.jpg,416,416,1,0.375403779951056,57.069106724605525
train,18591532_jpg.rf.8bffcf656305a9b6f206c74114131d20.jpg,416,416,1,0.21495931952662722,58.81778152736686
train,18591532_jpg.rf.f1fd550e933734240c3fbfab54324c2a.jpg,416,416,1,0.3410822938734263,58.05061560034517
train,18591543_jpg.rf.1637c69f01ecc468802d6e607b7f8f18.jpg,416,416,1,0.22882766272189348,58.80762489213511
train,18591543_jpg.rf.557f44bece3edffc3de91945754c669f.jpg,416,416,1,0.22882766272189348,58.82105599728797
train,18591543_jpg.rf.9cbb59e037458bdcc9c55156b89f49e0.jpg,416,416,1,0.32836127547665983,57.38216338449211
train,18591543_jpg.rf.a7fe5747cb9bc8c056a6e6387cc2f632.jpg,416,416,1,0.4272759175047272,56.924338557075934
train,18591543_jpg.rf.d19e890ce78fb01e123fecc6d4ef7d79.jpg,416,416,1,0.37076035807339214,57.25224012265779
train,18591543_jpg.rf.edab332bad07460a1c5dacde896c45f5.jpg,416,416,1,0.27113581160055494,57.26014700443787
train,18591669_jpg.rf.0c3f39935a6f6d7170ff9153c2abe9c6.jpg,416,416,1,0.5574861532170987,67.1511822762574
train,18591669_jpg.rf.7448c6c9ae9ffe232b4850dc75fae44f.jpg,416,416,1,0.6332292161285235,64.70017412475345
train,18591669_jpg.rf.918c03267e1ef23eae8279d4e24cd2b4.jpg,416,416,1,0.3582655325443787,69.8294136002219
train,18601617_jpg.rf.55ebf5197c03e0509350bfbe096b7b3d.jpg,416,416,1,1.0595830822192993,78.1620342548077
train,18601617_jpg.rf.55fe0853d6b181c3106b14f12b795825.jpg,416,416,1,0.7436899038461539,80.00706129807692
train,18601617_jpg.rf.6168e4f8fb3ae9826afeaa40bc12e411.jpg,416,416,1,1.1420124050332365,77.62880223742603
train,18601617_jpg.rf.8020b84c93b175aa2b3ba4fdd30fd724.jpg,416,416,1,0.919121877054568,78.24018236871302
train,18601617_jpg.rf.ab1c24b355bb54b9b1d5cb547e7b0e1e.jpg,416,416,1,1.0298812382813463,77.87306613658777
train,18601617_jpg.rf.e356a2f28877b8730e117704aa9c61b2.jpg,416,416,1,0.7436899038461539,80.06397928994083
train,18607799_jpg.rf.6f39fb14959ed718766e76d6e572cc05.jpg,416,416,2,1.4814293245894934,124.81917991863905
train,18607799_jpg.rf.b9de809a95c520e399aea3ffd45e6c45.jpg,416,416,2,0.8136094674556213,136.08180011094674
train,18607799_jpg.rf.df19910bc5085edf57932251616e8633.jpg,416,416,2,1.4025604309725583,129.39484906619822
train,18607806_jpg.rf.09d4c9be975549ee18dd302d5899a832.jpg,416,416,1,2.1210518025421856,78.21120330991124
train,18607806_jpg.rf.32638a7c6e12f292496054f5fdd59ed4.jpg,416,416,1,2.6180578384104014,79.5261476053994
train,18607806_jpg.rf.6038a57f674ead6e34b5423c0a7940b5.jpg,416,416,1,1.3406065088757397,82.17785379684418
train,18607826_jpg.rf.6ad811099e4ee383843c5c7590875466.jpg,416,416,1,0.9390024038461539,112.93309102255917
train,18607826_jpg.rf.789e3ffcbd9741af8a7f7b41e9c74fb6.jpg,416,416,1,0.9390024038461539,112.97068193725345
train,18607826_jpg.rf.9e0bea4de902dbaac9e05ea8a3a97887.jpg,416,416,1,1.2700135030864181,109.5900382920365
train,18607826_jpg.rf.c41ded9231098e29ed5b96a98d9b8305.jpg,416,416,1,1.4939606757960568,109.39229883197731
train,18607826_jpg.rf.d7079998887d42d8098bb3e18f9e8c6d.jpg,416,416,1,1.067467206790124,105.16198802699704
train,18607826_jpg.rf.e11ca0733228cf5652ef285cf253abd6.jpg,416,416,1,1.6112137444602725,107.18184865014793
train,18620147_jpg.rf.0959b64bec789e5f93ccee6da43c5566.jpg,416,416,1,1.624907544378698,116.3660433616864
train,18620147_jpg.rf.a1349f27f98fe670bd878cdfa5bc765a.jpg,416,416,1,2.65302974788151,99.70612402921597
train,18620147_jpg.rf.cae5d51d47681527e66412262e259699.jpg,416,416,1,1.624907544378698,116.30918508074457
train,18620147_jpg.rf.d0a8e7e4de3b6291a7c9163380794a20.jpg,416,416,1,2.601099080466067,98.74807576738165
train,18620147_jpg.rf.d1c1c648802b4315b9541bcb1f8c44e8.jpg,416,416,1,2.3141624890422987,103.14779608912721
train,18620147_jpg.rf.f2b3e4070af4b899de7881a377931d3d.jpg,416,416,1,2.0378874004675267,105.09199719551282
train,18627476_jpg.rf.1c85b9cbfb1aeb17e30d2d573a125934.jpg,416,416,1,1.8219868789112914,70.34490762142505
train,18627476_jpg.rf.4dc773c370b4691a5d9b9225637cfdf8.jpg,416,416,1,2.0202280914420343,69.52767312315089
train,18627476_jpg.rf.6c68c7fa286b5181c155dc31253733f3.jpg,416,416,1,1.9173709590932688,72.05339119514299
train,18627476_jpg.rf.aadfbbcda792ef3170e7d76e4fc61977.jpg,416,416,1,1.1077339127218935,73.5132596770217
train,18627476_jpg.rf.c8dbcf7fbe35294f87f23094cc2b07cc.jpg,416,416,1,1.1077339127218935,73.51997426651874
train,18627476_jpg.rf.e7971fc6b4beed4b17f5eb2e92dae51c.jpg,416,416,1,1.3829098066878505,72.8926455405572
train,18627869_jpg.rf.4a047467391c9ae2b817d48ac585fe1a.jpg,416,416,1,0.8129572685083705,101.47134068355523
train,18627869_jpg.rf.5ed75bb2f6f2a65200dcd3c1a2ef6af7.jpg,416,416,1,0.5489552514792899,106.07020078279093
train,18627869_jpg.rf.81de27d4947383ba9774c09cd0e8b2e1.jpg,416,416,1,0.9846338186682733,102.38658006656804
train,18627871_jpg.rf.15842d6d191ff76af774dd900ce79587.jpg,416,416,1,1.1961446005917158,88.39555404031066
train,18627871_jpg.rf.732822063405ee6082739727aa4ec4d0.jpg,416,416,1,1.600080705260103,80.19191860823472
train,18627871_jpg.rf.b976a9b5408d065aa2faca1b7dbd90aa.jpg,416,416,1,2.007977943563767,83.0281854813856
train,18627871_jpg.rf.c8ae3aba44694f9b4dca7bdded8a646c.jpg,416,416,1,1.8781571882533403,78.33450058555226
train,18627871_jpg.rf.d3ccb90fede48dd4460ff23977e139e1.jpg,416,416,1,1.1961446005917158,88.41469235392012
train,18627871_jpg.rf.ec28b5ec9a7a676e2682d7ac1c7eafbe.jpg,416,416,1,1.8119585829254647,82.08492241432445
train,18631964_jpg.rf.136267b6690f72accf02cd006ff4b9c0.jpg,416,416,1,0.6873443853945962,85.53102078710552
train,18631964_jpg.rf.5d05edc10918d9769a708c98d568be7d.jpg,416,416,1,0.5820254477439318,87.57900140224359
train,18631964_jpg.rf.73a5923fd01e22018c35b55d6f7bee80.jpg,416,416,1,0.3553762943786982,90.75639292098126
train,18631964_jpg.rf.bc31f3c769c3d095f15ce527b71d90fd.jpg,416,416,1,0.5401051939513483,89.327787922214
train,18631964_jpg.rf.bde5deed0f61949c26317d3852223458.jpg,416,416,1,0.3553762943786982,90.73032043577416
train,18631964_jpg.rf.e975fc64e18476c9acc9bfb46a0d7b88.jpg,416,416,1,0.583698590108845,87.39311359714004
train,18631979_jpg.rf.4ac39684a97bcc2b2845bfffbea0ac13.jpg,416,416,1,1.099561767964546,66.03120184603057
train,18631979_jpg.rf.95acbc308311952bcff5b563edcfc6ca.jpg,416,416,1,0.8853196453356684,65.79494884122288
train,18631979_jpg.rf.e5f5b0b79d34099c576b6c89a05ea67e.jpg,416,416,1,0.6125184911242604,68.06628682815582
train,18632274_jpg.rf.60ff9d91cd9d34aa82877c38494cbf52.jpg,416,416,2,0.8344119822485205,95.24559872719428
train,18632274_jpg.rf.8abe27d9f677161279d13c049ff60819.jpg,416,416,2,0.936189641317846,90.41959442800788
train,18632274_jpg.rf.b0dfc2a84f1e80bf1c1d67f7bd64cf5c.jpg,416,416,2,0.555311575443787,106.47565142689842
train,18642530_jpg.rf.1aa631102562888338eb5f86f3f9ecdc.jpg,416,416,1,1.5717455621301775,104.61616663584813
train,18642530_jpg.rf.1e03e16771374292a9efa6e4a028afa7.jpg,416,416,1,2.120723927514791,103.28341115014793
train,18642530_jpg.rf.1fcada71069d598b4420ba651a05c46f.jpg,416,416,1,3.073150659288484,99.60935381225345
train,18642530_jpg.rf.3afe12495a2fa6fd35c1f8261d8b7656.jpg,416,416,1,1.9993331210278291,101.07178408530572
train,18642530_jpg.rf.ab71825885816537cf2a33157f2eea92.jpg,416,416,1,2.7759514939002092,98.28656041974853
train,18642530_jpg.rf.ba401470ab853de73b438f921f4d3eb6.jpg,416,416,1,1.5717455621301775,104.66176266642012
train,18643043_jpg.rf.4a99aadd201b52bbbf0b19da07dfb3c3.jpg,416,416,1,1.1385733793252482,99.76246609960552
train,18643043_jpg.rf.ee398f4f96bbc021e7f89b3d07d6d127.jpg,416,416,1,0.9163212897521131,100.14206384060651
train,18643043_jpg.rf.f70a84de8a8b949eed144c6731464246.jpg,416,416,1,0.6957285502958579,106.23523791913215
train,18650179_jpg.rf.093b6d90393f88d544b0c902e89063fb.jpg,416,416,1,0.74492407224779,77.60755863227318
train,18650179_jpg.rf.4d08b0bb1226c82b23a76f22f537e901.jpg,416,416,1,0.7448431260196754,75.90308724728797
train,18650179_jpg.rf.dbec0f7f65c60307f08deaa6bdd56549.jpg,416,416,1,0.5489552514792899,78.85248705621302
train,18650202_jpg.rf.066f81ce0a9de2bb0f60628abfba93f1.jpg,416,416,1,1.15423268556059,89.6131464188856
train,18650202_jpg.rf.16721475a43ab2267d815f1e71d6a18b.jpg,416,416,1,1.469759053548672,88.21749029215977
train,18650202_jpg.rf.772447aee52599b145921d55072d0611.jpg,416,416,1,1.4635039995616919,88.92624930658285
train,18650202_jpg.rf.826d215907c3380f33bb411d2e832070.jpg,416,416,1,0.9153106508875739,91.4322049895217
train,18650202_jpg.rf.d08a3d6fcaa8b0ecdadd1ca768a81325.jpg,416,416,1,1.2861223731950235,89.4491436298077
train,18650202_jpg.rf.da99f0ee886d7c4d77ee39d470966a81.jpg,416,416,1,0.9153106508875739,91.45361617048816
train,18650249_jpg.rf.0098dda3cd7e7ee8bae7280f8b1eea70.jpg,416,416,1,0.910110022189349,101.22486362795858
train,18650249_jpg.rf.4972f0fcdc6cf3b3d2930cf62b9c8685.jpg,416,416,1,1.046019785502959,101.2673161674063
train,18650249_jpg.rf.a484d66857239b593832dc8012816ea6.jpg,416,416,1,1.055243945868946,100.17275140224359
train,18650288_jpg.rf.b399cc119125e8f841fd3f5c04fe0899.jpg,416,416,1,1.786138448297903,81.72242703710552
train,18650288_jpg.rf.c2d5827711f9c5c5b848fad999bbbb3a.jpg,416,416,1,2.0962523893880736,80.78439541728304
train,18650288_jpg.rf.dd79bde1f57d8598dacb5513dcf4a94f.jpg,416,416,1,1.141826923076923,84.05518252280572
train,18650305_jpg.rf.0a269ec01ce7136923fd680d8ea530ee.jpg,416,416,1,2.0528397826519282,67.18341076491618
train,18650305_jpg.rf.11a3d6d9eab88726809f7a36347f1ac5.jpg,416,416,1,1.711374952060048,69.69170865692801
train,18650305_jpg.rf.2a5766a1502009024ad80f1290883d8f.jpg,416,416,1,1.0112333579881658,70.90304872411242
train,18650305_jpg.rf.771f1f54e9c0ba93497fb65e4e7177b0.jpg,416,416,1,1.0112333579881658,70.9127912352071
train,18650305_jpg.rf.90b4a0cd7c7d56ac03bd409ffd6efbca.jpg,416,416,1,1.2777069141585673,66.45087139423077
train,18650305_jpg.rf.94bd297a028700bfe01905683b27dd30.jpg,416,416,1,1.8057378985864558,68.04025671844181
train,18650395_jpg.rf.3548486fb3294004d4027d3b7348c7e8.jpg,416,416,1,1.3188280736357645,114.31613273545365
train,18650395_jpg.rf.37b2162abd98d8011a6d51bfc490bf14.jpg,416,416,1,1.089733316896779,118.98151658037476
train,18650395_jpg.rf.d626a00313878ee8bd942865f07aad8e.jpg,416,416,1,0.7165310650887574,121.61456407174556
train,18650437_jpg.rf.61ca1257d7092ae16719ee1d4e7817e8.jpg,416,416,1,1.6590005547337277,89.25985615446253
train,18650437_jpg.rf.c1cef8598fcd97954c4742b432c117f6.jpg,416,416,1,2.1470300248678975,84.08575836723372
train,18650437_jpg.rf.dd1904a13a3f89126af01e7f928e7a1a.jpg,416,416,1,2.557926014957263,86.6926428439349
train,18665975_jpg.rf.18d7d89c87a8cc2d871a6f886d719ac5.jpg,416,416,1,5.366808546095406,92.82768198348126
train,18665975_jpg.rf.a29c39a80e884cfa3df9685f2c977f29.jpg,416,416,1,3.057969674556213,101.65473411304241
train,18665975_jpg.rf.e67423a8b1bfccf894e279f86f56afd3.jpg,416,416,1,5.919503684527724,90.12432006595168
train,18667582_jpg.rf.0bfa93e056f1ca0b5656b63474fa6097.jpg,416,416,1,0.8879620498210246,86.99245908838758
train,18667582_jpg.rf.9bd5513138c6cdfe76c00a4f675309e0.jpg,416,416,1,0.8060974482248521,91.3824003020217
train,18667582_jpg.rf.b9500da1b861d64b53557765088c0f28.jpg,416,416,1,1.0275007913896788,86.29747403537968
train,18667599_jpg.rf.8fe0b3b7e9927a1e3c80cdca0871bf00.jpg,416,416,1,0.6396773298816568,73.6126167252219
train,18667599_jpg.rf.a0a1176f161db9b777efa0bb9bf132c5.jpg,416,416,1,0.7989309961465423,69.43824349728797
train,18667599_jpg.rf.dcb9700ae027e379777a2b36e98371bf.jpg,416,416,1,0.8311413170854949,67.53323586969921
train,18667628_jpg.rf.223786e2bb9658fb069f291e077cc35f.jpg,416,416,1,1.9171785968660957,79.49601670364892
train,18667628_jpg.rf.4aeba288d8649f94cbe3cf30dc322d7e.jpg,416,416,1,1.2741540310650887,84.42326183431953
train,18667628_jpg.rf.6f99f22f8d10c394566fa87a8b09db3f.jpg,416,416,1,1.575740558112351,79.57158569095168
train,18667628_jpg.rf.c80c416b4b68ef827b5f347f18e51773.jpg,416,416,1,1.2741540310650887,84.39230461045365
train,18667628_jpg.rf.d742731e965a339fed0fdad7cf4b9115.jpg,416,416,1,1.6814938088976557,82.343412922214
train,18667628_jpg.rf.f4a388963ac50c71748b8aa886cc6fb1.jpg,416,416,1,2.0138985276093546,79.9442434818787
train,18667636_jpg.rf.095852d29a15e5f6f3987c2c88db4f2c.jpg,416,416,1,1.951269704842086,95.33101423816568
train,18667636_jpg.rf.3d69175888a02fb8a35ab18b368ab020.jpg,416,416,1,2.1197034913982047,96.67673084627712
train,18667636_jpg.rf.4017fd07d0e2481b02a1091fb73f068d.jpg,416,416,1,1.0921320266272188,104.26040125739645
train,18667636_jpg.rf.727a76dbc9208289a370e321b24c82c5.jpg,416,416,1,1.0921320266272188,104.29396072177022
train,18667636_jpg.rf.83b9e2834e4fd15efe6b928a7dc484ab.jpg,416,416,1,1.3322943807274263,97.76530910996055
train,18667636_jpg.rf.a32f9ab4282cb6630966595a63d78417.jpg,416,416,1,1.6056201793715121,98.87719004252959
train,18667640_jpg.rf.142960f307aa2424a4b6876bf5d06529.jpg,416,416,1,0.8321005917159763,95.30132635293393
train,18667640_jpg.rf.14d7f6568b8d9624f7f06e8d504a110b.jpg,416,416,1,1.4047376086638919,89.21660618528107
train,18667640_jpg.rf.5deed8d4f559f44b7af4386e65945548.jpg,416,416,1,1.322117382113373,88.87073933678501
train,18667640_jpg.rf.91b06a31a5a919e6b1a5ee980b3622c7.jpg,416,416,1,1.060446952540968,91.06722679363905
train,18667640_jpg.rf.acaee22ebd353121dbede8441f54bb82.jpg,416,416,1,1.0255717790440009,93.80326984714004
train,18667640_jpg.rf.c93d93f71ce7c6a08ea3a1d8cdf633dd.jpg,416,416,1,0.8321005917159763,95.35543985761835
train,18667672_jpg.rf.1a39113518ac0936ba868dac0b949527.jpg,416,416,2,0.23874095989480604,85.12984814164201
train,18667672_jpg.rf.e2cf69c57b5309b4ed4a22843d5ce3e7.jpg,416,416,2,0.152551775147929,88.82108874198718
train,18667672_jpg.rf.e8bedfe8046f314d3001c8dd2a5487fd.jpg,416,416,2,0.2713477366255143,83.5097906650641
train,18667687_jpg.rf.35c0b6232a3fecc7d51c8b861820fdb8.jpg,416,416,1,0.6034374847809679,100.51099066198225
train,18667687_jpg.rf.3b69a3f6671a77d46dcebe7afbaaa61d.jpg,416,416,1,0.4489876109467456,103.55996710120809
train,18667687_jpg.rf.47a169464932bce9048e1ab070ef7789.jpg,416,416,1,0.7131067828183213,99.39918484960552
train,18667687_jpg.rf.a9201117d4f6e341f40c894ed8bc3daa.jpg,416,416,1,0.4489876109467456,103.59241324580867
train,18667687_jpg.rf.b6cd218703701b01bb0db608267204a6.jpg,416,416,1,0.6676031444549967,99.50641796104536
train,18667687_jpg.rf.d81b4da5ead683b783c127b9b7b3b391.jpg,416,416,1,0.7306308644004514,97.6907243897929
train,18672547_jpg.rf.65b68dedcff8768bf1c4de2ff42d2c65.jpg,416,416,1,1.7400338166897993,82.44003867726825
train,18672547_jpg.rf.6df5d6dd75c9934d927308ce3455edc7.jpg,416,416,1,1.4356812305196385,86.40800473064596
train,18672547_jpg.rf.e48b8845403fe3f9b86b1bedfa9361db.jpg,416,416,1,1.0719073594674557,88.18154624321993
train,18672554_jpg.rf.1228d52ac5c5abeb4a2db8cd75f62f0e.jpg,416,416,1,0.9390095377675526,77.5305681397929
train,18672554_jpg.rf.57a80fdd0b3e0876692551aba00cdfb8.jpg,416,416,1,0.6113627958579881,82.7862676436144
train,18672554_jpg.rf.877d0a8e329ec4c57d0379a9a718e35f.jpg,416,416,1,0.9400202717510422,78.5485411273422
train,18672554_jpg.rf.b056410757519673576f52fe04851827.jpg,416,416,1,0.8592193853945976,80.83991501787476
train,18672554_jpg.rf.e6cda9a551f107172bb51f092a6700e5.jpg,416,416,1,0.8988375703119278,80.58158438116371
train,18672554_jpg.rf.e8d242f620db3af3a4eefa00b9b8ce9e.jpg,416,416,1,0.6113627958579881,82.77826638005423
train,18672570_jpg.rf.323ebfd25643a852bb3df6315b4bb046.jpg,416,416,1,0.6431444156804734,104.47855992665187
train,18672570_jpg.rf.4341c887844313d17fa61e784b44d695.jpg,416,416,1,0.6431444156804734,104.44975229598126
train,18672570_jpg.rf.70fed78fd8cbc5cd3005f6425ddd647b.jpg,416,416,1,1.2304912297789785,100.80999599358974
train,18672570_jpg.rf.9374de3bfeb622a0fc790e9b6d298b2c.jpg,416,416,1,0.8904138993392887,102.19579018737673
train,18672570_jpg.rf.c9f7e46b529ce692025fdb5921904d75.jpg,416,416,1,1.1672598284510678,98.9496733234714
train,18672570_jpg.rf.cb77864ffac110c8446dedb6162bcf9e.jpg,416,416,1,0.8588262587661636,98.96976701183432
train,18672586_jpg.rf.069a0544ddb345d29c8a56060d85c9f0.jpg,416,416,1,0.6360672802980489,80.78764099482248
train,18672586_jpg.rf.0f8ede1a8610183b53734be639ff0e1c.jpg,416,416,1,0.39421098448876174,82.76797106139053
train,18672586_jpg.rf.bd85ea1d9150a11a58665b4443e2da1f.jpg,416,416,1,0.6739090236686411,80.82280687561637
train,18672586_jpg.rf.be2e2bd58e24d89c9456ee8d2bb69bd6.jpg,416,416,1,0.38426867603550297,83.72574195636095
train,18672586_jpg.rf.d8747613f739a833d0ae25772ef3c98f.jpg,416,416,1,0.6266483480247713,81.47688994699212
train,18672586_jpg.rf.ebfdef6015dca6b1fe721462034c00a0.jpg,416,416,1,0.38426867603550297,83.77761919070512
train,18672595_jpg.rf.339eadb1b27c5a5e478b371ebe086ebe.jpg,416,416,1,0.4004484097633136,68.92665572608482
train,18672595_jpg.rf.3434f75e350517a9b10a5f213c79aa08.jpg,416,416,1,0.6265925766126078,68.85445944280079
train,18672595_jpg.rf.370c39c2a42ee61b974dcf4784ce9be9.jpg,416,416,1,0.5296223244941197,68.88798808863412
train,18672595_jpg.rf.5241723dce67e53b4f8ea5a551117c87.jpg,416,416,1,0.5664550460223529,68.85833294810158
train,18672595_jpg.rf.687389c335ef54a9c6a44f7d529db63e.jpg,416,416,1,0.4004484097633136,68.8898083086785
